,Federated Train Loss,Federated Train Accuracy,Federated Test Loss,Federated Test Accuracy
0,1.7373113174438477,0.4618000090122223,1.9232926957448324,0.2222166657447815
1,0.5665623464584351,0.8443999886512756,0.6088877229571342,0.8095499873161316
2,0.4353625164747238,0.8813999891281128,0.4694058400988579,0.8562833070755005
3,0.40120899956226347,0.8935999870300293,0.4287972649534543,0.8693000078201294
4,0.37923462508916855,0.8988999724388123,0.40518982277711235,0.8748000264167786
5,0.3674307584285736,0.9035999774932861,0.37849004163940747,0.8842666745185852
6,0.3485232226133347,0.9162999987602234,0.35174305377801257,0.8951333165168762
7,0.3283852552294731,0.9243999719619751,0.33240995775262516,0.899649977684021
8,0.32904139066934585,0.9246000051498413,0.31453632266322773,0.9049666523933411
9,0.3185556080341339,0.9301000237464905,0.296529350566864,0.9125666618347168
10,0.3028382402420044,0.933899998664856,0.2823309907734394,0.9152166843414307
11,0.3029201214671135,0.9355999827384949,0.2651453048924605,0.9218999743461609
12,0.2952372085094452,0.9366999864578247,0.25171633392771087,0.9259499907493591
13,0.2917064253807068,0.9395999908447266,0.2409456878632307,0.9291166663169861
14,0.2878907972335815,0.9420999884605408,0.230608499374489,0.9319499731063843
15,0.285881473505497,0.9419000148773193,0.22274298175921042,0.9350833296775818
16,0.28992427589893344,0.9391999840736389,0.21227548716614644,0.9368000030517578
17,0.2875123866915703,0.9405999779701233,0.2028270670697093,0.9396166801452637
18,0.28510942276716233,0.9402999877929688,0.19491825076142946,0.942383348941803
19,0.2863770791888237,0.9423999786376953,0.18748421952376762,0.9451333284378052
20,0.2955495964884758,0.9344000220298767,0.18620432966202496,0.9449666738510132
21,0.28381317249536514,0.9419999718666077,0.1744650683755676,0.9484166502952576
22,0.284369308590889,0.9416000247001648,0.16885794539724788,0.9500499963760376
23,0.2772354794383049,0.9431999921798706,0.16440412057290474,0.9508500099182129
24,0.27611585853099824,0.9416000247001648,0.15861218664298454,0.9527166485786438
25,0.2743262077450752,0.9434000253677368,0.15496308072656392,0.9543666839599609
26,0.26651810618638994,0.9448000192642212,0.15217814372529587,0.9544000029563904
27,0.27184244692325593,0.9427000284194946,0.14601304227064052,0.9565500020980835
28,0.2564286365509033,0.948199987411499,0.1400234148437778,0.9581500291824341
29,0.264338523042202,0.9438999891281128,0.13680875022535524,0.9596666693687439
