,Loss,Accuracy,Recall,Precision,TP,TN,FP,FN,F1_Score
0,0.3476028034404064,0.8669301712779973,0.9250761421319798,0.8283636363636364,4556,3998,944,369,0.8740527577937651
1,0.341592794845985,0.8906455862977603,0.8814213197969543,0.8976426799007444,4341,4447,495,584,0.889458047331216
2,0.34565824514004,0.892571196919023,0.8877157360406092,0.8960852633736421,4372,4435,507,553,0.8918808649530804
3,0.36976247279117913,0.8984493767102463,0.8978680203045686,0.898597845966267,4422,4443,499,503,0.898232784887264
4,0.3712295667990465,0.8968278098712882,0.8797969543147208,0.9104853960916159,4333,4516,426,592,0.8948781495249897
5,0.39638048567505957,0.8980439850005068,0.9098477157360406,0.8885583977790997,4481,4380,562,444,0.8990770465489567
6,0.4130068776817559,0.8987534204925509,0.9057868020304568,0.8929143314651722,4461,4407,535,464,0.8993045055941941
7,0.40661457068504087,0.8998682476943346,0.899492385786802,0.8998578102782856,4430,4449,493,495,0.8996750609260763
8,0.4355516298915507,0.8989561163474207,0.9106598984771573,0.889527965093217,4485,4385,557,440,0.8999699006722183
9,0.427474411603178,0.8992601601297253,0.9043654822335025,0.8949166164356038,4454,4419,523,471,0.8996162391436073
10,0.45095295860071927,0.8979426370730719,0.910253807106599,0.8880744849445324,4483,4377,565,442,0.8990273739095558
11,0.43981634523779545,0.8997668997668997,0.9043654822335025,0.8958165728077232,4454,4424,518,471,0.9000707285035869
12,0.4468337623699945,0.9006790311138138,0.9049746192893401,0.8969611591869592,4457,4430,512,468,0.9009500707499495
13,0.4590165602597459,0.8987534204925509,0.9108629441624365,0.8890210067380103,4486,4382,560,439,0.8998094473974526
14,0.45663563872322954,0.8997668997668997,0.9088324873096447,0.8923444976076556,4476,4402,540,449,0.900513026858465
15,0.46268552703835275,0.8999695956217695,0.9092385786802031,0.8923874053407732,4478,4402,540,447,0.900734184853666
16,0.46781699017239015,0.9002736394040742,0.9090355329949239,0.8930779972072611,4477,4406,536,448,0.9009861139062185
17,0.467813788968971,0.9007803790412486,0.9100507614213198,0.8931845356715823,4482,4406,536,443,0.9015387709946696
18,0.4743969768803928,0.9008817269686835,0.9078172588832487,0.8950950950950951,4471,4418,524,454,0.9014112903225807
19,0.477468882365785,0.9010844228235533,0.9104568527918782,0.8934050607690776,4484,4407,535,441,0.9018503620273531
20,0.47928212371585366,0.9007803790412486,0.910253807106599,0.8930278884462152,4483,4405,537,442,0.9015585721468075
21,0.4821130953960535,0.9010844228235533,0.910253807106599,0.8935618895754435,4483,4408,534,442,0.9018306175819754
22,0.48533305435024937,0.9009830748961184,0.910253807106599,0.8933838182542846,4483,4407,535,442,0.9017399175299204
23,0.4874859666587166,0.9008817269686835,0.9092385786802031,0.8939908165302456,4478,4411,531,447,0.9015502315280853
24,0.4903946738840925,0.9007803790412486,0.9098477157360406,0.893341307814992,4481,4407,535,444,0.9015189618750628
25,0.4947763969236874,0.9006790311138138,0.9086294416243654,0.8941058941058941,4475,4412,530,450,0.9013091641490433
26,0.495005898014435,0.8998682476943346,0.9096446700507614,0.891897272546287,4480,4399,543,445,0.9006835544833133
27,0.4975374513176076,0.9005776831863789,0.9092385786802031,0.8934557063048684,4478,4408,534,447,0.901278051725873
28,0.49999267044751766,0.8998682476943346,0.9086294416243654,0.8926790345102733,4475,4404,538,450,0.9005836184342926
29,0.5029394692404723,0.8999695956217695,0.9092385786802031,0.8923874053407732,4478,4402,540,447,0.900734184853666
