,accuracy,auc,false_negatives,false_positives,loss,precision,recall,subject_52_accuracy,subject_52_auc,subject_52_false_negatives,subject_52_false_positives,subject_52_loss,subject_52_precision,subject_52_recall,subject_52_true_negatives,subject_52_true_positives,true_negatives,true_positives,val_accuracy,val_auc,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_true_negatives,val_true_positives
0,0.950208306312561,0.9860645532608032,116.0,123.0,0.15340229796866575,0.9488990306854248,0.9516666531562805,0.4342948794364929,0.9326230883598328,1.0,1058.0,1.9301633671817617,0.15020079910755157,0.9946808218955994,626.0,187.0,2277.0,2284.0,0.4342948794364929,0.9326230883598328,1.0,1058.0,1.93016387662317,0.15020079910755157,0.9946808218955994,626.0,187.0
1,0.9739583134651184,0.9960254430770874,54.0,71.0,0.07543502128993472,0.9706247448921204,0.9775000214576721,0.3044871687889099,0.8587077856063843,0.0,1302.0,3.127890798780653,0.12617449462413788,1.0,382.0,188.0,2329.0,2346.0,0.3044871687889099,0.8587077856063843,0.0,1302.0,3.1278911757672954,0.12617449462413788,1.0,382.0,188.0
2,0.9850000143051147,0.9983645081520081,32.0,40.0,0.0470046871729816,0.9833887219429016,0.9866666793823242,0.5860042572021484,0.9432533979415894,3.0,772.0,1.1769781917588324,0.19331243634223938,0.9840425252914429,912.0,185.0,2360.0,2368.0,0.5860042572021484,0.9432533979415894,3.0,772.0,1.176978190230508,0.19331243634223938,0.9840425252914429,912.0,185.0
3,0.9902083277702332,0.9991479516029358,21.0,26.0,0.03272829995490611,0.9891892075538635,0.9912499785423279,0.4273504316806793,0.8829613924026489,0.0,1072.0,2.611368800839807,0.14920635521411896,1.0,612.0,188.0,2374.0,2379.0,0.4273504316806793,0.8829613924026489,0.0,1072.0,2.6113686744983378,0.14920635521411896,1.0,612.0,188.0
4,0.9904166460037231,0.999107837677002,26.0,20.0,0.030829499668131272,0.9916457533836365,0.9891666769981384,0.6004273295402527,0.923733115196228,1.0,747.0,1.6751834103184888,0.20021413266658783,0.9946808218955994,937.0,187.0,2380.0,2374.0,0.6004273295402527,0.923733115196228,1.0,747.0,1.675183441903856,0.20021413266658783,0.9946808218955994,937.0,187.0
5,0.9952083230018616,0.9996402263641357,12.0,11.0,0.02032996288772362,0.9954147338867188,0.9950000047683716,0.7297008633613586,0.9485220313072205,5.0,501.0,0.9294722671182747,0.26754385232925415,0.9734042286872864,1183.0,183.0,2389.0,2388.0,0.7297008633613586,0.9485220313072205,5.0,501.0,0.9294725768586509,0.26754385232925415,0.9734042286872864,1183.0,183.0
6,0.9950000047683716,0.9996469020843506,13.0,11.0,0.01808002848236356,0.9954128265380859,0.9945833086967468,0.5,0.8574126958847046,1.0,935.0,2.8971801354334903,0.1666666716337204,0.9946808218955994,749.0,187.0,2389.0,2387.0,0.5,0.8574126958847046,1.0,935.0,2.897180198604225,0.1666666716337204,0.9946808218955994,749.0,187.0
7,0.9952083230018616,0.9994218945503235,12.0,11.0,0.017974304389596605,0.9954147338867188,0.9950000047683716,0.6057692170143127,0.8901961445808411,5.0,733.0,1.8550758107095702,0.1997816562652588,0.9734042286872864,951.0,183.0,2389.0,2388.0,0.6057692170143127,0.8901961445808411,5.0,733.0,1.855077801606594,0.1997816562652588,0.9734042286872864,951.0,183.0
8,0.9962499737739563,0.9995009303092957,10.0,8.0,0.013823035671084654,0.9966638684272766,0.9958333373069763,0.49145299196243286,0.843254029750824,4.0,948.0,2.939332250855927,0.16254417598247528,0.978723406791687,736.0,184.0,2392.0,2390.0,0.49145299196243286,0.843254029750824,4.0,948.0,2.939332248818161,0.16254417598247528,0.978723406791687,736.0,184.0
9,0.996666669845581,0.9997149109840393,6.0,10.0,0.011160428799533596,0.9958402514457703,0.9975000023841858,0.3285256326198578,0.757045328617096,0.0,1257.0,5.351161357684013,0.13010381162166595,1.0,427.0,188.0,2390.0,2394.0,0.3285256326198578,0.757045328617096,0.0,1257.0,5.351144338265444,0.13010381162166595,1.0,427.0,188.0
10,0.9975000023841858,0.9999522566795349,4.0,8.0,0.008381506398727652,0.9966722130775452,0.9983333349227905,0.6607906222343445,0.8889217376708984,10.0,625.0,1.7120265257664216,0.22166873514652252,0.9468085169792175,1059.0,178.0,2392.0,2396.0,0.6607906222343445,0.8889217376708984,10.0,625.0,1.7120266470134768,0.22166873514652252,0.9468085169792175,1059.0,178.0
